JodaTime.src.java.org.joda.time.format.PeriodParser	[53feb3fa56af7260e607844524b7e5a9be49ecc1, a716ae1271d824fffd1250c4b712c5b5933d78e9, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 6d32c19e1869ef1f0e5e98082b921932ea136142, 6cad802018b6b82ea4df53aaf91a0bbc98b2f9a3, 5b58f75863065e708e03fba6b767a1f2b178b2b4, 0e2ca0e439c9d726fa24dbe589bb8db3354b11e1]
JodaTime.src.test.org.joda.test.time.TestMDTSet	[d3c4efa48ca55da45286072b98aa229839d0b1ed, 14dcaf0e3931855913d79d0fbe8d1e6f1421b7a7, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 0e07ac6b2cff63550d7df336355ca63cc05aa40b, 7fe68f297f7c372b515fde7f0bc8d721ec257ceb]
src.test.java.org.joda.time.TestDays	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
src.test.java.org.joda.time.convert.TestReadablePartialConverter	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTime.src.test.java.org.joda.time.MockNullZoneChronology	[df4a82f4fb46cc2248280c462e18f08d55a3d112, a62f8f4a7fa90efce1b067642b62ccca3cb36269]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.base.AbstractDuration	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.test.java.org.joda.time.convert.TestCalendarConverter	[df4a82f4fb46cc2248280c462e18f08d55a3d112, a62f8f4a7fa90efce1b067642b62ccca3cb36269]
JodaTimeContrib.gwt.src.test.gwt.org.joda.time.TestLocalTime_Properties	[72b22654962284bac59c2777131b42a2d1f53228, 3c026b7c6af49dab12d28554dd2b55edc4fd8ced, 77dde7d755f9d79c737b6d5cdf4c547664dd16be, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.test.org.joda.time.TestLocalDate_Basics	[a62f8f4a7fa90efce1b067642b62ccca3cb36269, 0a5a497b48014d27a12cbc3c7818c160b1dd2d5f, bf0a59869c74e98edf86ace236c3d54ecb36205e, 1cbee321d8b98ef84af8346d7270ed726c95176c, 3f1e047c898c9c925e1faac33bb07e1cb05d88cb, a3cc13c9ce9a47b656823a4836a4f89fea34fb18, 1cfa9b4c3614b32892701818c6f23bc35bcaaf7a, 9b298d5608250e0c72c452d0a2e8664491d9b9be, 9cb266b77b0b55e995b94771ed730fa8a75fbffc, 9d1583cdfe52999c071b4151455e8c53e2468abb, 1163c2a8b6db06f3142ee60241b1e4ff41b23539, 6d8cacbf6ba1c85c45b04c109022ed8343dde6a4, 63c9445d31a750687957d97fed1150f8fe7944cb]
JodaTime.src.java.org.joda.time.Hours	[53feb3fa56af7260e607844524b7e5a9be49ecc1, 1253e8c052e2fa54863efe3ef09b2eee0362acc4, bd9fec942f21a783cf42d485cf4fd660f1d9f128, 98181a710fe12a914f351a158c0e4f55c276081b, d0a3f0ee57784a65b8a5ae8cdc399a5d5f4c36b8, 42bde04b7208bf4cc2c43c9134c5f47c39eb0679]
JodaTimeContrib.holiday.src.java.org.joda.time.contrib.holiday.currency.ChoiceList	[72b22654962284bac59c2777131b42a2d1f53228, 7a57b8aa22b4392c103ee491e95af7d74b44378f]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.tz.NameProvider	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.example.org.joda.example.time.Examples	[df4a82f4fb46cc2248280c462e18f08d55a3d112, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 8ef60672c1dd5407b0761b81408857be44562ecf, a14dd2731fb056da5fe7160a3f801ddcaace5660, 19ae379e0f9c3f9b83478bac403ffce7ebdb0d76, f4c5b9496262f269bc649e33ec7ddff7c2124c05, 21a05d42260bf6fac5b1bb59d481db14e73c061c, a26563f0cd1fbdd5587a0f9d3c0c77864553d737, 165f427e20ecc390e6705c7649725a86bd39099d]
JodaTime.src.main.java.org.joda.time.chrono.BasicChronology	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 53feb3fa56af7260e607844524b7e5a9be49ecc1]
JodaTimeContrib.gwt.src.test.gwt.org.joda.time.chrono.gj.TestGJWeekOfWeekyearField	[72b22654962284bac59c2777131b42a2d1f53228, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
src.test.java.org.joda.time.convert.MockUnknownCalendar	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
src.main.java.org.joda.time.chrono.BasicDayOfYearDateTimeField	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
src.main.java.org.joda.time.chrono.BasicMonthOfYearDateTimeField	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTimeContrib.gwt.branch.test.org.joda.time.convert.TestDateConverter	[72b22654962284bac59c2777131b42a2d1f53228, 8fb9bae65a1ad986cec1a01a90cbbceebc4a5d6e, 59a25b3796bdf8e9f31ae0f2f95abd8cd03e4ec4]
JodaTimeContrib.gwt.branch.test.org.joda.time.chrono.gj.MainTest	[72b22654962284bac59c2777131b42a2d1f53228, 59a25b3796bdf8e9f31ae0f2f95abd8cd03e4ec4]
JodaTime.src.java.org.joda.time.base.AbstractDateTime	[53feb3fa56af7260e607844524b7e5a9be49ecc1, 5c27db0d706efb3b66c9cacf87de667f3fe6704b, a14ace7f3ca5c8b9dba675d99db1b253eb7004c4, f1e237c4838d03906aecf68632bf580c481aac75, beec594614e14f83c57ca24414179de8f9b564ea, 5ba9aa47f2836e195512bf89fcf68c51b6bedc16, 257fbbcdc2b458f9854e23fa885d5a379cd5ca34, 5082337a4152e04ebd8077fd0b7fa28113a4d79e, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 6cad802018b6b82ea4df53aaf91a0bbc98b2f9a3, cee767aab23b93768812f1027664ff3d83edd7e8, 8ef60672c1dd5407b0761b81408857be44562ecf, 1a5b0ef6e985dd63e51eba610222650a4b2a41f4, de0a35397489a3d8ae2664b6b6d48604f9a6900f, 3bbf3c5fa24c447250be54372711da15a5cb95c9, 99af0da006022513fbb260c2c3a8648eb3059406]
JodaTime.src.java.org.joda.time.format.ISODurationFormat	[8daa099d389ca45b01f1343fb403ec560d7428bd, b030ae5c1137496f8cef9cc1579f93e968194c35, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 60cd3a8f9107cc1e547bdcfd04c34b67c990eea9]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.convert.InstantConverter	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.test.org.joda.time.chrono.TestJulianChronology	[a62f8f4a7fa90efce1b067642b62ccca3cb36269, 582ba2eaffbb3d0fac2a1b938e1a7d3284146624, 8a58750637798ab015fa79019e935c89acdf00fa, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, c5a0687412741edbf6e78fb779a24153b8a5d189, 55ba9b0b65cfa904eb0d499b46ae4cd3c028b7d8]
JodaTimeContrib.gwt.src.test.gwt.org.joda.time.convert.TestStringConverter	[72b22654962284bac59c2777131b42a2d1f53228, 3c026b7c6af49dab12d28554dd2b55edc4fd8ced, 77dde7d755f9d79c737b6d5cdf4c547664dd16be, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.main.java.org.joda.time.chrono.GJYearOfEraDateTimeField	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 53feb3fa56af7260e607844524b7e5a9be49ecc1]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.base.BaseLocal	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.java.org.joda.time.chrono.ImpreciseDateTimeField	[14dcaf0e3931855913d79d0fbe8d1e6f1421b7a7, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 0e07ac6b2cff63550d7df336355ca63cc05aa40b]
JodaTime.src.java.org.joda.time.chrono.gj.JulianWithYearZeroChronology	[14dcaf0e3931855913d79d0fbe8d1e6f1421b7a7, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 0e07ac6b2cff63550d7df336355ca63cc05aa40b, 7fe68f297f7c372b515fde7f0bc8d721ec257ceb]
JodaTimeContrib.gwt.branch.test.org.joda.time.TestBasePartial	[72b22654962284bac59c2777131b42a2d1f53228, 59a25b3796bdf8e9f31ae0f2f95abd8cd03e4ec4]
JodaTimeContrib.hibernate.src.test.java.org.joda.time.contrib.hibernate.TestPersistentInstantAsBigInt	[72b22654962284bac59c2777131b42a2d1f53228, 7f90642a33fc13ff657d5a875af57807f1c481f5, b68ad159537e56f7a996040b3e9d5623af38cb9b]
JodaTime.src.test.org.joda.time.tz.TestBuilder	[a62f8f4a7fa90efce1b067642b62ccca3cb36269, 9b01b9e8b42e8f33f02caf91110fe6459e830fcb, 7d3c89246ef7d27f7796a79215f5be588c9ed9dd, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 0ba58b074f5a3bdf6cfe22ba84323f8520e5aafb]
JodaTime.src.main.java.org.joda.time.convert.Converter	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 53feb3fa56af7260e607844524b7e5a9be49ecc1]
src.test.java.org.joda.time.TestYears	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTime.src.java.org.joda.time.chrono.PreciseDurationDateTimeField	[14dcaf0e3931855913d79d0fbe8d1e6f1421b7a7, 5d24a3987aa732adab03ce9c6584b0d1f30620f3, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 61f556bb104017fc71379c2268ab69662b2eb9a0, 0e07ac6b2cff63550d7df336355ca63cc05aa40b]
JodaTimeContrib.gwt.branch.test.org.joda.time.TestMonths	[72b22654962284bac59c2777131b42a2d1f53228, 8fb9bae65a1ad986cec1a01a90cbbceebc4a5d6e, 59a25b3796bdf8e9f31ae0f2f95abd8cd03e4ec4]
src.test.java.org.joda.time.format.TestPeriodFormatter	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTimeContrib.hibernate.src.test.java.org.joda.time.contrib.hibernate.Event	[72b22654962284bac59c2777131b42a2d1f53228, b68ad159537e56f7a996040b3e9d5623af38cb9b]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.Chronology	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
src.test.java.org.joda.time.chrono.TestEthiopicChronology	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTime.src.java.org.joda.time.DurationFieldType	[53feb3fa56af7260e607844524b7e5a9be49ecc1, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 3fba96d753ba2c20ef2b53487b13b323f23aced7, b9e9ad74618b8922a061c3dcea2569891404eacd, c4712e0e30d931ebe6cd47c299bce339c39e10a2, ad19bbd57bbe17da2d9bb23ad119b75583ede79a, c5a0687412741edbf6e78fb779a24153b8a5d189, 1a5b0ef6e985dd63e51eba610222650a4b2a41f4, de0a35397489a3d8ae2664b6b6d48604f9a6900f]
JodaTime.src.main.java.org.joda.time.format.ISOPeriodFormat	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 53feb3fa56af7260e607844524b7e5a9be49ecc1]
src.test.java.org.joda.time.TestBaseSingleFieldPeriod	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
src.test.java.org.joda.time.tz.TestBuilder	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
src.test.java.org.joda.time.TestLocalDate_Constructors	[2c5adef4066e04c58dcef1903c11b36a1b58b09f, df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTime.src.java.org.joda.time.base.BaseDateTime	[53feb3fa56af7260e607844524b7e5a9be49ecc1, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 9566157414404c5ea9b4003e4c3bdf334abcd67f, cee767aab23b93768812f1027664ff3d83edd7e8, 8ef60672c1dd5407b0761b81408857be44562ecf, 99af0da006022513fbb260c2c3a8648eb3059406]
JodaTimeContrib.gwt.src.test.gwt.org.joda.time.TestTimeOfDay_Properties	[72b22654962284bac59c2777131b42a2d1f53228, 3c026b7c6af49dab12d28554dd2b55edc4fd8ced, 77dde7d755f9d79c737b6d5cdf4c547664dd16be, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTimeContrib.holiday.src.java.org.joda.time.contrib.holiday.anniversary.USAnniversaries	[72b22654962284bac59c2777131b42a2d1f53228, 5b602633afeca69e2fe7a03cc9a4b826d17c4a3c]
src.main.java.org.joda.time.Instant	[3ea62678a6497af61932df9b8e1b5c06d90df116, 2c5adef4066e04c58dcef1903c11b36a1b58b09f, df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTimeContrib.gwt.branch.test.org.joda.time.TestLocalTime_Constructors	[72b22654962284bac59c2777131b42a2d1f53228, 8fb9bae65a1ad986cec1a01a90cbbceebc4a5d6e, 59a25b3796bdf8e9f31ae0f2f95abd8cd03e4ec4]
src.main.java.org.joda.time.tz.DefaultNameProvider	[0973b46039c4db0be3a969d36c220dee1e1fb4da, df4a82f4fb46cc2248280c462e18f08d55a3d112]
src.main.java.org.joda.time.convert.ConverterSet	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTimeContrib.hibernate.src.test.org.joda.time.contrib.hibernate.TestDurationType	[3c10f161032b22649a70a6edc3514b2a40f220e7, dd707bbe25ef0c2cb33855e0e757fa6f8d7f5c6b]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.java.io.ObjectInputStream	[72b22654962284bac59c2777131b42a2d1f53228, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.test.java.org.joda.time.TestLocalDate_Properties	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 43e7029f2d81ce9c7b9a51bb63493f817e06eb5d, a62f8f4a7fa90efce1b067642b62ccca3cb36269]
JodaTime.src.main.java.org.joda.time.LocalTime	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 65727d7eb64c29db1f8f063b57f837da3f4ab98b, bf313539eee9ca9e2db6bceaadd1311b41d9c569, 91e4b3452d43ede5b623c362e3424f131557c43b, 3cfb67b86a97637d993ea5803524d9a807fea62c, 53feb3fa56af7260e607844524b7e5a9be49ecc1]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.format.DateTimeParser	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.main.java.org.joda.time.tz.Provider	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 53feb3fa56af7260e607844524b7e5a9be49ecc1]
src.main.java.org.joda.time.chrono.GJEraDateTimeField	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTimeContrib.gwt.branch.test.org.joda.time.TestPartial_Constructors	[72b22654962284bac59c2777131b42a2d1f53228, 59a25b3796bdf8e9f31ae0f2f95abd8cd03e4ec4]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.base.AbstractDateTime	[72b22654962284bac59c2777131b42a2d1f53228, 028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.java.org.joda.time.convert.DurationConverter	[53feb3fa56af7260e607844524b7e5a9be49ecc1, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 24e79cfd1b603f32ea78a132762ee03b77ed934f, 8daa099d389ca45b01f1343fb403ec560d7428bd, 7b179791d98f66990aa09a5a9fdc237d520ef1f0, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 6d19e6d7842a8be61d5895703b448b8d3e7af617, 029dcff9f9a82b60002d7acf347d66324195ad56, 58eac4bfddb5cf9f5fbae6f2b61dee33075c54a6, cfe3388edd8cd2e60bdbae5e0097275dde52c7a7, 0e07ac6b2cff63550d7df336355ca63cc05aa40b]
JodaTime.src.test.org.joda.time.TestMutableDateTime_Sets	[a62f8f4a7fa90efce1b067642b62ccca3cb36269, beec594614e14f83c57ca24414179de8f9b564ea, 5ba9aa47f2836e195512bf89fcf68c51b6bedc16, 8a58750637798ab015fa79019e935c89acdf00fa, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 6a5b8bd64e0cc18555c4cfe791f853278e3f24e7, 2d084aa34ebc12fd9b4f3e2b1aaa94f46eecb793, becd808db463a8a568b4372ce646265a4e6b55ec, f183e5b38e209f27c657e6a3681b04fb5770ca53, 3a2eda4ce90ceb550d086689b735da08a66357ea, 9f2059f03ebbcc03927f9ae9043aaa5b1527839b]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.DateTimeZone	[72b22654962284bac59c2777131b42a2d1f53228, 028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.field.SkipUndoDateTimeField	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.main.java.org.joda.time.field.LenientDateTimeField	[df4a82f4fb46cc2248280c462e18f08d55a3d112, c7a581e55fc988bd90fa4bb1b0acece5181b7c5f, 53feb3fa56af7260e607844524b7e5a9be49ecc1]
JodaTimeContrib.gwt.src.test.gwt.org.joda.time.TestBaseSingleFieldPeriod	[72b22654962284bac59c2777131b42a2d1f53228, 3c026b7c6af49dab12d28554dd2b55edc4fd8ced, 77dde7d755f9d79c737b6d5cdf4c547664dd16be, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.main.java.org.joda.time.convert.ReadablePartialConverter	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 53feb3fa56af7260e607844524b7e5a9be49ecc1]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.base.BaseDuration	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.test.org.joda.test.time.iso.TestISOSecondOfMinuteDateTimeField	[3877455129a7ee0c1c50ff3a4cf9116732a26862, 14dcaf0e3931855913d79d0fbe8d1e6f1421b7a7, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 7fe68f297f7c372b515fde7f0bc8d721ec257ceb]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.MutableInterval	[72b22654962284bac59c2777131b42a2d1f53228, 028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTime.src.test.org.joda.test.time.chrono.gj.TestGregorianChronology	[234861794362a0194bf8f2b850b7f8d3df21afe2, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 0e07ac6b2cff63550d7df336355ca63cc05aa40b, 7fe68f297f7c372b515fde7f0bc8d721ec257ceb]
JodaTime.src.java.org.joda.time.field.LenientDateTimeField	[53feb3fa56af7260e607844524b7e5a9be49ecc1, c41eff1e6026a6e0b88ea45edda3e41eecc6ac7b, 7755b343d88276ba1a058e14645039daf4642ab2, 72466a534fe821afe123199b5a7f1001ff3bdea9, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 593e58a66aa3eaab42ffde8c725c845c421c37f8, c578139c0184963ad7123ee107d7e12ef399de2d, 14dcaf0e3931855913d79d0fbe8d1e6f1421b7a7]
JodaTime.src.test.org.joda.time.TestDateTime_Constructors	[a62f8f4a7fa90efce1b067642b62ccca3cb36269, dcaef093090adadf1bf9381b8c29148f0f479560, f8d725139f782c230cf8db925086bb6838e1327f, 257fbbcdc2b458f9854e23fa885d5a379cd5ca34, 8a58750637798ab015fa79019e935c89acdf00fa, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, c9fe9c8e37c2945ae45c0adf6a475f35c0e1e5dc, 926d11d5c71c81d4d0092f9b8bc3a9817a2f0356]
JodaTimeContrib.hibernate.src.test.org.joda.time.contrib.hibernate.TestPersistentTimeOfDayExact	[b68ad159537e56f7a996040b3e9d5623af38cb9b, 4d6a1ecf998f3423a7a07ec764cbaad6e451147f, 6e7e7d68e208f51eb7d8ce9207788736daac2eeb]
JodaTimeContrib.gwt.src.test.gwt.org.joda.time.TestMutableDateTime_Constructors	[72b22654962284bac59c2777131b42a2d1f53228, 3c026b7c6af49dab12d28554dd2b55edc4fd8ced, 77dde7d755f9d79c737b6d5cdf4c547664dd16be, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
src.test.java.org.joda.time.chrono.gj.MainTest	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTimeContrib.gwt.branch.test.org.joda.time.TestMutablePeriod_Updates	[72b22654962284bac59c2777131b42a2d1f53228, 8fb9bae65a1ad986cec1a01a90cbbceebc4a5d6e, 59a25b3796bdf8e9f31ae0f2f95abd8cd03e4ec4]
JodaTime.src.java.org.joda.time.field.SkipUndoDateTimeField	[53feb3fa56af7260e607844524b7e5a9be49ecc1, bf9c0997431172e5d0c4d52b218fd92a225ed5ac, 043abebe138fcbacd6448c1664b0eab1e15184e8]
src.test.java.org.joda.time.TestMutablePeriod_Basics	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.chrono.CopticChronology	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
src.main.java.org.joda.time.field.PreciseDurationField	[df4a82f4fb46cc2248280c462e18f08d55a3d112]
JodaTime.src.test.java.org.joda.time.TestYearMonth_Properties	[df4a82f4fb46cc2248280c462e18f08d55a3d112, 43e7029f2d81ce9c7b9a51bb63493f817e06eb5d, a62f8f4a7fa90efce1b067642b62ccca3cb36269]
JodaTimeContrib.gwt.src.main.gwt-emul.org.joda.time.emul.org.joda.time.field.SkipDateTimeField	[028e01cbba9c1c7824f6c5a576a96fcacad81b61, e861ef34e9d88ccb0a097eec408ee2dd6b24ccea]
JodaTimeContrib.hibernate.src.java.org.joda.time.contrib.hibernate.PersistentInterval	[bc0fbec22796ef75f28964efb2fbfc59ed9de516, 695bd1dfb15308abad09ee751b0db66e13290a7c, 860261c5f8be86ba8e3b7ba3d7884fd762708f99, c51f52113ae1fc3d204683582ffa82d581ba673d, 4f0fa2ece24061b8e47e793ada1cb1b6804df334, 4d6a1ecf998f3423a7a07ec764cbaad6e451147f, fef81cb69805a6f437e70d15d7c3f7e104e0f637, d10d1575fb2041aaa3fa93333518107969f98841]
JodaTime.src.java.org.joda.time.chrono.DelegatedChronology	[14dcaf0e3931855913d79d0fbe8d1e6f1421b7a7, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 0e07ac6b2cff63550d7df336355ca63cc05aa40b]
JodaTime.src.test.java.org.joda.time.TestMonthDay_Properties	[df4a82f4fb46cc2248280c462e18f08d55a3d112, a62f8f4a7fa90efce1b067642b62ccca3cb36269]
JodaTime.src.test.org.joda.test.time.iso.TestISOMinuteOfHourDateTimeField	[3877455129a7ee0c1c50ff3a4cf9116732a26862, 14dcaf0e3931855913d79d0fbe8d1e6f1421b7a7, 35aca9c2020c7c426b67fbe19e57ddcb9f1b389d, 7fe68f297f7c372b515fde7f0bc8d721ec257ceb]
JodaTime.src.test.java.org.joda.time.TestDateTimeConstants	[df4a82f4fb46cc2248280c462e18f08d55a3d112, a62f8f4a7fa90efce1b067642b62ccca3cb36269]
